fecha,dato
2011-12-21,13.8526
2011-12-22,13.8169
2011-12-23,13.8163
2011-12-26,13.8483
2011-12-27,13.9658
2011-12-28,13.9904
2011-12-29,13.9787
2011-12-30,13.9476
2012-01-02,13.9342
2012-01-03,13.6882
2012-01-04,13.7144
2012-01-05,13.7409
2012-01-06,13.7228
2012-01-09,13.7437
2012-01-10,13.6204
2012-01-11,13.6592
2012-01-12,13.5982
2012-01-13,13.6263
2012-01-16,13.5401
2012-01-17,13.4621
2012-01-18,13.3267
2012-01-19,13.2516
2012-01-20,13.224
2012-01-23,13.1383
2012-01-24,13.1712
2012-01-25,13.1319
2012-01-26,12.9325
2012-01-27,12.9504
2012-01-30,13.0063
2012-01-31,13.0077
2012-02-01,12.89
2012-02-02,12.8038
2012-02-03,12.712
2012-02-07,12.6472
2012-02-08,12.6833
2012-02-09,12.72
2012-02-10,12.7857
2012-02-13,12.7392
2012-02-14,12.7753
2012-02-15,12.7658
2012-02-16,12.8822
2012-02-17,12.7856
2012-02-20,12.6793
2012-02-21,12.7408
2012-02-22,12.8296
2012-02-23,12.8294
2012-02-24,12.8675
2012-02-27,12.8779
2012-02-28,12.8575
2012-02-29,12.7891
2012-03-01,12.7764
2012-03-02,12.7723
2012-03-05,12.8339
2012-03-06,12.9777
2012-03-07,12.9469
2012-03-08,12.784
2012-03-09,12.6299
2012-03-12,12.715
2012-03-13,12.6336
2012-03-14,12.6719
2012-03-15,12.6591
2012-03-16,12.6645
2012-03-20,12.6935
2012-03-21,12.6833
2012-03-22,12.833
2012-03-23,12.8035
2012-03-26,12.6795
2012-03-27,12.6706
2012-03-28,12.8039
2012-03-29,12.8489
2012-03-30,12.8093
2012-04-02,12.7691
2012-04-03,12.7317
2012-04-04,12.8155
2012-04-09,12.9902
2012-04-10,13.1568
2012-04-11,13.1324
2012-04-12,13.0736
2012-04-13,13.1458
2012-04-16,13.2168
2012-04-17,13.0816
2012-04-18,13.1322
2012-04-19,13.2288
2012-04-20,13.1171
2012-04-23,13.2087
2012-04-24,13.1392
2012-04-25,13.1667
2012-04-26,13.2093
2012-04-27,13.0141
2012-04-30,12.9942
2012-05-02,12.9629
2012-05-03,12.9725
2012-05-04,13.1344
2012-05-07,13.1659
2012-05-08,13.3374
2012-05-09,13.515
2012-05-10,13.447
2012-05-11,13.4929
2012-05-14,13.6739
2012-05-15,13.7302
2012-05-16,13.7747
2012-05-17,13.7994
2012-05-18,13.7809
2012-05-21,13.7935
2012-05-22,13.7203
2012-05-23,14.0335
2012-05-24,14.004
2012-05-25,14.0156
2012-05-28,13.9439
2012-05-29,13.9169
2012-05-30,14.0749
2012-05-31,14.3047
2012-06-01,14.3949
2012-06-04,14.2443
2012-06-05,14.2319
2012-06-06,14.1116
2012-06-07,13.9355
2012-06-08,14.0351
2012-06-11,13.9625
2012-06-12,14.006
2012-06-13,13.97
2012-06-14,13.9974
2012-06-15,13.9115
2012-06-18,13.9154
2012-06-19,13.7033
2012-06-20,13.7257
2012-06-21,13.7668
2012-06-22,13.849
2012-06-25,13.9542
2012-06-26,13.8616
2012-06-27,13.6652
2012-06-28,13.653
2012-06-29,13.4084
2012-07-02,13.397
2012-07-03,13.3174
2012-07-04,13.3617
2012-07-05,13.3508
2012-07-06,13.4925
2012-07-09,13.4533
2012-07-10,13.2924
2012-07-11,13.3241
2012-07-12,13.4795
2012-07-13,13.3449
2012-07-16,13.2832
2012-07-17,13.2226
2012-07-18,13.1201
2012-07-19,13.1921
2012-07-20,13.2928
2012-07-23,13.5218
2012-07-24,13.6796
2012-07-25,13.6541
2012-07-26,13.4425
2012-07-27,13.2837
2012-07-30,13.2644
2012-07-31,13.2833
2012-08-01,13.2867
2012-08-02,13.3927
2012-08-03,13.1357
2012-08-06,13.0708
2012-08-07,13.1849
2012-08-08,13.1891
2012-08-09,13.1188
2012-08-10,13.1094
2012-08-13,13.1474
2012-08-14,13.1311
2012-08-15,13.1639
2012-08-16,13.143
2012-08-17,13.1745
2012-08-20,13.1261
2012-08-21,13.0854
2012-08-22,13.1762
2012-08-23,13.1284
2012-08-24,13.176
2012-08-27,13.1703
2012-08-28,13.1847
